,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
1290,Kansas,The Essential Kansas,Carry on Wayward Son,2SUpC3UgKwLVOS2FtZif9N,0.452,0.7879999999999999,7,-5.712000000000001,1,0.0326,0.00011599999999999999,0.441,0.7929999999999999,126.73899999999999,322093,4,5
1291,Steve Miller Band,Greatest Hits 1974-78,Jet Airliner,2zI3bUYn2pcF27of6i2oqK,0.574,0.664,5,-11.5,1,0.0346,0.0,0.22,0.9359999999999999,122.956,215667,4,6
1292,Fleetwood Mac,Rumours,Go Your Own Way - 2004 Remaster,07GvNcU1WdyZJq3XxP0kZa,0.583,0.9470000000000001,5,-5.12,1,0.0378,0.00109,0.0679,0.8029999999999999,135.44799999999998,223613,4,6
1293,KISS,Dynasty,I Was Made For Lovin' You,07q0QVgO56EorrSGHC48y3,0.768,0.852,4,-6.215,1,0.038,7.36e-05,0.0723,0.867,128.373,271240,4,6
1294,The Kinks,"Lola Versus Powerman and the Moneygoround, Pt. One",Lola - Coca Cola Version,0UAJH0k4k3slcE83a9UGCe,0.474,0.917,9,-4.19,1,0.0395,0.231,0.201,0.902,152.113,241040,4,3
1295,Supertramp,Breakfast In America (Deluxe Edition),Breakfast In America - Remastered,4a5pNRjwmzYQuEY1E7O6pj,0.532,0.6629999999999999,0,-5.886,0,0.0292,1.07e-06,0.0734,0.7559999999999999,75.14,159347,4,7
1296,Steve Miller Band,Greatest Hits 1974-78,The Joker,6FKU84JHM1lbiy5Dx0Dyqd,0.41700000000000004,0.33899999999999997,10,-13.487,1,0.0819,2.26e-05,0.135,0.7190000000000001,165.451,217800,4,3
1297,Free,Songs Of Yesterday,All Right Now,5Yuvfj0aCUvWE01bnMWtjV,0.75,0.506,7,-12.812000000000001,1,0.304,0.0,0.12300000000000001,0.78,121.765,208933,4,1
1298,Eric Clapton,461 Ocean Blvd. (Deluxe Edition),I Shot The Sheriff,0UOxp1BpnD8uPQMKU4wKjz,0.73,0.639,7,-11.025,0,0.0524,0.00221,0.102,0.6579999999999999,94.395,263747,4,7
1299,Dire Straits,Dire Straits,Sultans Of Swing,37Tmv4NnfQeb0ZgUC4fOJj,0.733,0.794,5,-10.023,1,0.0307,0.0367,0.33,0.9309999999999999,148.174,348624,4,6
1300,Supertramp,Breakfast In America (Deluxe Edition),The Logical Song - Remastered 2010,6mHOcVtsHLMuesJkswc0GZ,0.625,0.758,5,-6.212999999999999,0,0.0463,0.00022,0.153,0.695,119.719,251253,4,7
1301,Steve Miller Band,Fly Like An Eagle,Fly Like An Eagle,3e0FzZjTXOUtiJGSClOBrI,0.561,0.754,9,-12.769,0,0.11199999999999999,0.0194,0.32799999999999996,0.642,100.08,282693,4,7
1302,Electric Light Orchestra,Discovery,Don't Bring Me Down,72ahyckBJfTigJCFCviVN7,0.638,0.867,2,-6.468999999999999,1,0.0331,0.000733,0.0846,0.805,115.69200000000001,243373,4,6
1303,Kansas,Point Of Know Return (Expanded Edition),Dust in the Wind,6zeE5tKyr8Nu882DQhhSQI,0.475,0.322,7,-10.687000000000001,1,0.0283,0.00056,0.11,0.387,93.50299999999999,206267,4,2
1304,Donny Hathaway,Donny Hathaway,A Song for You,5spAjqC772iC2KzDvEkmSr,0.315,0.22,5,-13.155999999999999,1,0.037000000000000005,0.00021099999999999998,0.245,0.0723,88.045,325947,4,2
1305,Steve Miller Band,The Joker,The Joker,1bp2IO61zbQrbWNmKKxg3f,0.596,0.44799999999999995,5,-9.616,1,0.0396,5.3e-06,0.20600000000000002,0.7959999999999999,83.29299999999999,264504,4,6
1306,Eagles,Eagles (2013 Remaster),Take It Easy - 2013 Remaster,4yugZvBYaoREkJKtbG08Qr,0.575,0.67,7,-10.39,1,0.0318,4.95e-06,0.129,0.74,139.191,211578,4,6
1307,Peter Gabriel,Peter Gabriel 1: Car (Remastered),Solsbury Hill,6vZZtivPrtpggT5SSXsYTy,0.6779999999999999,0.631,11,-8.624,1,0.0301,0.000268,0.376,0.46299999999999997,102.37799999999999,261560,1,0
1308,Cliff Richard,Rock 'n' Roll Juvenile,We Don't Talk Anymore - 2001 Remaster,3Ug96zKa29P3vICEEcYajZ,0.746,0.703,0,-7.853,1,0.0291,0.00414,0.066,0.733,111.569,257160,4,6
1309,Fleetwood Mac,Rumours (Super Deluxe),Dreams - 2004 Remaster,0ofHAoxe9vBkTCp2UQIavz,0.828,0.49200000000000005,0,-9.744,1,0.0276,0.00428,0.128,0.789,120.15100000000001,257800,4,6
1310,Eagles,One of These Nights (2013 Remaster),One of These Nights - 2013 Remaster,608xszaAxVh4m7NcKJiAbF,0.655,0.606,7,-10.385,1,0.0285,0.0789,0.0757,0.765,110.061,291686,4,6
1311,Michael Jackson,Off the Wall,Rock with You - Single Version,7oOOI85fVQvVnK5ynNMdW7,0.8079999999999999,0.535,1,-12.520999999999999,1,0.0353,9.91e-05,0.158,0.848,114.031,220627,4,6
1312,Various Artists,Grease (The Original Motion Picture Soundtrack),You're The One That I Want - From “Grease”,0B9x2BRHqj3Qer7biM3pU3,0.758,0.612,0,-11.402999999999999,1,0.0598,0.00288,0.0954,0.8220000000000001,106.945,169840,4,6
1313,Bee Gees,Greatest,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",49OMJ1prsRA7ZYgrAjz70c,0.632,0.6829999999999999,7,-6.434,1,0.0383,0.00013000000000000002,0.847,0.701,105.955,197213,4,5
1314,Fleetwood Mac,Rumours (Super Deluxe),The Chain - 2004 Remaster,5e9TFTbltYBg2xThimr0rU,0.545,0.67,9,-8.81,1,0.0496,0.000822,0.0451,0.48100000000000004,151.553,270213,4,3
1315,Art Garfunkel,Fate For Breakfast,Bright Eyes,3Jy0dWV5AnnfyTvHK6UWof,0.38,0.21,7,-15.603,1,0.0319,0.45,0.0829,0.207,112.51,238600,4,4
1316,Michael Jackson,Off the Wall,She's Out of My Life - Single Version,6NGsHLZYGVAkXTFr75WWnn,0.293,0.0348,4,-23.92,1,0.0414,0.000212,0.105,0.10099999999999999,130.959,218267,4,2
1317,Various Artists,Grease (The Original Motion Picture Soundtrack),Summer Nights - From “Grease”,2AVkArcfALVk2X8sfPRzya,0.747,0.6629999999999999,2,-9.415,1,0.0545,5.24e-05,0.0861,0.606,124.336,216907,4,6
1318,Bee Gees,Children Of The World,"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",2xiOdusRnZezQok1RgLNeS,0.6809999999999999,0.716,0,-10.911,1,0.0333,0.17,0.337,0.963,123.009,256493,4,6
1319,Fleetwood Mac,Fleetwood Mac,Landslide,5ihS6UUlyQAfmp48eSkxuQ,0.414,0.161,7,-22.32,0,0.0318,0.000223,0.11699999999999999,0.423,159.375,199493,4,2
1320,Lobo,Of A Simple Man,I'd Love You to Want Me,71CXzHYYOyNqgtVFpNdeCS,0.431,0.5429999999999999,10,-9.96,1,0.0394,0.000123,0.0598,0.44,77.507,247640,4,2
1321,Don McLean,American Pie,Vincent,0VNzEY1G4GLqcNx5qaaTl6,0.419,0.085,7,-19.387,1,0.0362,5.33e-06,0.34,0.45799999999999996,91.509,243493,3,0
1322,Various Artists,Grease (The Original Motion Picture Soundtrack),Hopelessly Devoted To You - From “Grease”,5BUq9bdtsm3LWw5laJeJ4R,0.59,0.33799999999999997,11,-13.100999999999999,0,0.03,0.0131,0.121,0.322,110.581,185360,3,0
1323,TOTO,Toto IV,Africa,2374M0fQpWi3dLnB54qaLX,0.6709999999999999,0.373,9,-18.064,1,0.0323,8.01e-05,0.0481,0.732,92.71799999999999,295893,4,2
1324,Eurythmics,Sweet Dreams (Are Made Of This),Sweet Dreams (Are Made of This) - Remastered,1TfqLAPs4K3s2rJMoCokcS,0.6920000000000001,0.711,0,-7.497999999999999,0,0.0317,0.0,0.12,0.875,125.135,216933,4,7
1325,Cyndi Lauper,She's So Unusual,Girls Just Want to Have Fun,4y1LsJpmMti1PfRQV9AWWe,0.71,0.799,6,-4.897,1,0.0328,0.000602,0.349,0.725,120.37200000000001,238267,4,6
1326,Miami Sound Machine,Primitive Love,Conga,3FdHgoJbH3DXNtGLh56pFu,0.789,0.655,2,-14.825,1,0.0474,0.0409,0.0311,0.865,122.236,254000,4,6
1327,The Alan Parsons Project,Eye In The Sky (Expanded Edition),Sirius - Chicago Bulls Theme Song,4OV0sRTFrZLXaZZ1sS9hLn,0.624,0.396,4,-15.411,1,0.034,0.909,0.113,0.0388,111.40100000000001,115280,4,4
1328,Loverboy,Get Lucky,Working for the Weekend,35k31HZI4z9PbBOioaI4dZ,0.515,0.7659999999999999,7,-12.767999999999999,1,0.0343,0.00103,0.455,0.774,146.911,221000,4,5
1329,Various Artists,'80s Pop Hits,Break My Stride,2ZqT3GcisHUBsEaqhLGHwU,0.9009999999999999,0.654,10,-10.15,1,0.0655,0.0,0.165,0.7809999999999999,110.131,180240,4,6
1330,Billy Ocean,The Very Best of Billy Ocean,"Get Outta My Dreams, Get Into My Car",2D4D3hiOf5U0W6SvJoCQph,0.6659999999999999,0.91,4,-6.457000000000001,1,0.0399,8.43e-06,0.335,0.919,117.141,284373,4,6
1331,Michael Jackson,Thriller 25 Super Deluxe Edition,Billie Jean,5ChkMS8OtdzJeqyybCc9R5,0.92,0.654,11,-3.051,0,0.0401,0.0158,0.0359,0.847,117.046,293827,4,7
1332,Various Artists,"Stranger Things: Soundtrack from the Netflix Original Series, Season 3",Material Girl,2PMcv8wvhIrAGBCFSsiP4w,0.7759999999999999,0.8190000000000001,0,-5.851,1,0.0311,0.000155,0.0509,0.977,136.657,240440,4,6
1333,Daryl Hall & John Oates,The Essential Daryl Hall & John Oates,You Make My Dreams (Come True),2dlEdDEmuQsrcXaAL3Znzi,0.737,0.569,5,-6.702000000000001,1,0.0552,0.308,0.046,0.912,167.202,190707,4,6
1334,Wham!,Make It Big,Wake Me up Before You Go-Go,0ikz6tENMONtK6qGkOrU3c,0.62,0.574,0,-11.892999999999999,1,0.0421,0.0,0.0607,0.9,81.548,231333,4,6
1335,Rick Astley,Whenever You Need Somebody,Never Gonna Give You Up,7GhIk7Il098yCjg4BQjzvb,0.727,0.9390000000000001,8,-11.855,1,0.0369,4.35e-05,0.151,0.9159999999999999,113.33,212827,4,6
1336,Billy Joel,The Essential Billy Joel,Uptown Girl,3CSpzkoL1XgDBZ1q9aDCUV,0.696,0.943,4,-2.9619999999999997,1,0.0431,0.0,0.653,0.833,129.003,194867,4,5
1337,Whitney Houston,I Will Always Love You: The Best Of Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),5ifX6jfT33QWKP9DE0YRG8,0.711,0.807,1,-8.817,1,0.0456,0.00038700000000000003,0.0854,0.861,118.819,290427,4,6
1338,Various Artists,Footloose (15th Anniversary Collectors' Edition),"Footloose - From ""Footloose"" Soundtrack",2vz1CsL5WBsbpBcwgboTAw,0.583,0.905,2,-6.132000000000001,1,0.0733,0.00018999999999999998,0.0593,0.6459999999999999,173.982,226827,4,3
1339,a-ha,Hunting High and Low,Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6,-7.638,0,0.054000000000000006,0.00125,0.0928,0.8759999999999999,84.412,225280,4,7
1340,The Clash,Combat Rock (Remastered),Should I Stay or Should I Go - Remastered,39shmbIHICJ2Wxnk1fPSdz,0.742,0.833,2,-6.462999999999999,1,0.115,0.0,0.384,0.816,113.375,188987,4,6
1341,AC/DC,Back In Black,Back In Black,08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,1,0.047,0.00965,0.0828,0.763,188.386,255493,4,3
1342,Journey,The Essential Journey,Don't Stop Believin',77NNZQSqzLNqh2A9JhLRkg,0.491,0.802,4,-7.106,1,0.0392,0.0,0.387,0.47200000000000003,119.25,248907,4,5
1343,Various Artists,Stranger Things (Soundtrack from the Netflix Original Series),Every Breath You Take,0SNGe4xksgp7CGnY5kMXOJ,0.8220000000000001,0.478,1,-8.746,1,0.0343,0.0073,0.0813,0.722,117.39399999999999,251573,4,6
1344,Survivor,The Essential Survivor,Eye of the Tiger,7F8JbSCPBXm3IxMx2UMMhH,0.8059999999999999,0.599,0,-9.379,0,0.0323,0.000455,0.0837,0.556,109.016,244080,4,7
1345,Bow Wow Wow,We Are The '80s,I Want Candy,2FMcDUopGfjBh3xMsrm78S,0.688,0.639,7,-12.964,1,0.0648,0.0596,0.0588,0.775,110.025,164307,4,6
1346,Cyndi Lauper,The Essential Cyndi Lauper,Time After Time,6G41H0Zd0kQ1WXWDoEotoJ,0.728,0.45399999999999996,0,-9.281,1,0.0278,1.39e-06,0.0831,0.32299999999999995,130.368,241160,4,2
1347,REO Speedwagon,Wheels Are Turnin',Can't Fight This Feeling,5WwqdeavrQrbeAMDxGawse,0.408,0.48,9,-11.017000000000001,1,0.0266,1.82e-05,0.0877,0.19,156.344,294773,4,3
1348,Billy Joel,Storm Front,We Didn't Start the Fire,3Cx4yrFaX8CeHwBMReOWXI,0.7120000000000001,0.9670000000000001,7,-5.206,1,0.047,0.0,0.35600000000000004,0.895,145.024,287733,4,6
1349,Billy Ocean,The Very Best of Billy Ocean,"When the Going Gets Tough, The Tough Get Going",5UU5FbITNm5OunvHQdsKME,0.754,0.763,4,-6.318,1,0.0473,0.0,0.318,0.932,122.04700000000001,248000,4,6
1350,Men At Work,The Essential Men At Work,Down Under,5MTQHfYH4RkJMtmtBQmnEj,0.741,0.8079999999999999,11,-4.367,0,0.026000000000000002,0.0147,0.0488,0.9079999999999999,107.234,223760,4,7
1351,Dead Or Alive,Youthquake,You Spin Me Round (Like a Record),7uHO4AmKtyGa5v5fsElGoC,0.5670000000000001,0.943,6,-7.992000000000001,0,0.0387,0.0966,0.544,0.965,128.207,199667,4,5
1352,Joan Jett & The Blackhearts,Bad Reputation (Expanded Edition),Bad Reputation,7pu8AhGUxHZSCWTkQ2eb5M,0.37799999999999995,0.9740000000000001,6,-4.055,1,0.19399999999999998,0.0139,0.0588,0.8240000000000001,203.715,169187,4,3
1353,Bruce Springsteen,The River,Hungry Heart,1KsI8NEeAna8ZIdojI3FiT,0.6409999999999999,0.894,8,-7.41,1,0.0273,0.009000000000000001,0.157,0.972,109.823,199453,4,6
1354,Paul Young,From Time To Time - The Singles Collection,Every Time You Go Away - Radio Edit,05fHQeRbCSjKVS6z0WbQKJ,0.5720000000000001,0.721,5,-8.959,1,0.0402,7.41e-06,0.21600000000000003,0.8440000000000001,164.252,267000,4,3
1355,Dolly Parton,The Essential Dolly Parton,9 to 5,7ob0221dnx0OOGVSzNZgXO,0.56,0.606,6,-10.866,1,0.0398,6.12e-06,0.0637,0.8029999999999999,103.726,180907,4,6
1356,Michael Jackson,Thriller,Thriller,2LlQb7Uoj1kKyGhlkBf9aC,0.7709999999999999,0.687,11,-9.814,1,0.0693,0.000225,0.89,0.7829999999999999,118.39200000000001,357800,4,5
1357,Daryl Hall & John Oates,The Essential Daryl Hall & John Oates,Maneater,3138bmzQx3T63klLycjwT0,0.732,0.696,11,-7.585,0,0.0404,7.31e-05,0.095,0.8059999999999999,88.794,272000,4,7
1358,Adam Ant,Friend Or Foe,Goody Two Shoes,760xFXFj5Fksa3jawSCn5g,0.624,0.991,1,-3.467,0,0.135,0.0107,0.0477,0.535,95.47200000000001,209213,4,7
1359,Rick Springfield,Jessie's Girl,Jessie's Girl,4GPhDM4o3lq7kNqjjxhG6H,0.726,0.85,2,-5.337000000000001,1,0.0512,0.0,0.12300000000000001,0.8140000000000001,131.64,195227,4,6
1360,Joan Jett & The Blackhearts,I Love Rock 'N' Roll (Expanded Edition),I Love Rock 'N Roll,2Cdvbe2G4hZsnhNMKyGrie,0.535,0.716,4,-5.025,1,0.0431,0.0,0.659,0.9009999999999999,94.37899999999999,175173,4,5
1361,The Outfield,Play Deep,Your Love,4oDZ5L8izBals6jKBJDBcX,0.579,0.654,1,-12.421,0,0.0553,3.62e-06,0.0673,0.616,129.537,216467,4,7
1362,The Pointer Sisters,So Excited! (Expanded Edition),I'm So Excited,1ot6jEe4w4hYnsOPjd3xKQ,0.59,0.868,5,-5.832000000000001,0,0.048,0.000322,0.442,0.7979999999999999,184.34799999999998,230640,4,5
1363,Bonnie Tyler,The Very Best Of Bonnie Tyler,Total Eclipse of the Heart,5prTs2HAw2G4idHZyeFp8o,0.435,0.6579999999999999,8,-8.179,1,0.0661,0.0,0.102,0.184,130.276,269787,4,3
1364,George Michael,Ladies And Gentlemen... The Best Of George Michael,Careless Whisper,4jDmJ51x1o9NZB5Nxxc7gY,0.574,0.629,2,-8.815,0,0.0363,0.0,0.271,0.7859999999999999,153.119,300107,4,7
1365,Michael Jackson,Thriller 25 Super Deluxe Edition,Beat It,1OOtq8tRnDM8kG2gqUPjAj,0.779,0.867,3,-3.7039999999999997,0,0.0457,7.98e-06,0.19699999999999998,0.915,138.858,258040,4,7
1366,Bruce Springsteen,Born In The U.S.A.,Dancing In the Dark,7FwBtcecmlpc1sLySPXeGE,0.527,0.9420000000000001,1,-5.64,0,0.0366,0.0,0.188,0.495,148.72299999999998,241307,4,3
1367,Various Artists,Hits Of The 80s (100 Songs),I Ran,10zlwR7kvVbD9OBkeZWr3L,0.537,0.815,2,-6.207999999999999,1,0.0348,0.807,0.19399999999999998,0.691,145.424,219907,4,3
1368,Various Artists,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),"Danger Zone - From ""Top Gun"" Original Soundtrack",3hMHG6lx9QHVcfYSUr5PoM,0.552,0.871,3,-7.251,0,0.0369,1.12e-06,0.142,0.737,156.786,216347,4,7
1369,Various Artists,Stranger Things (Soundtrack from the Netflix Original Series),Rock You Like a Hurricane,1QLyDdhB9gmxbGv0K1kFyT,0.584,0.833,11,-5.824,1,0.0358,0.00595,0.32,0.6709999999999999,124.01799999999999,254347,4,6
1370,Ozzy Osbourne,Blizzard of Ozz (Expanded Edition),Crazy Train,2b9lp5A6CqSzwOrBfAFhof,0.45299999999999996,0.905,9,-4.001,1,0.115,0.0005690000000000001,0.26,0.474,137.571,296200,4,3
1371,Whitney Houston,I Will Always Love You: The Best Of Whitney Houston,How Will I Know,6mv30SInldy4Ijy1XZ9GdO,0.838,0.664,6,-9.176,1,0.0445,0.000146,0.621,0.929,119.6,273413,4,5
1372,Cyndi Lauper,True Colors,True Colors,2A6yzRGMgSQCUapR2ptm6A,0.397,0.207,0,-13.155,1,0.0331,3.07e-05,0.11599999999999999,0.268,171.282,227600,4,2
1373,The Pointer Sisters,The Essential Pointer Sisters,Jump (For My Love) - Single Remix,4WoT9wgK9o1cxBfKRWlRzx,0.8540000000000001,0.85,10,-7.013,0,0.0606,6.47e-05,0.445,0.851,134.393,238400,4,7
1374,Various Artists,Dirty Dancing,(I've Had) The Time of My Life,5UqqOfFa9DYXALpCCF8VwB,0.6970000000000001,0.665,6,-12.907,0,0.0412,0.00665,0.0796,0.485,108.535,289680,4,7
1375,Run–D.M.C.,Raising Hell,Walk This Way (feat. Aerosmith),6qUEOWqOzu1rLPUPQ1ECpx,0.759,0.578,6,-12.56,0,0.0468,8.18e-05,0.0605,0.9440000000000001,105.598,309760,4,7
1376,The Romantics,What I Like About You (And Other Romantic Hits),What I Like About You,6NdcSEhpGGAYXNnnhGS2s6,0.542,0.915,9,-9.637,1,0.0549,5.3400000000000004e-05,0.171,0.92,159.81,175400,4,6
1377,Alice Cooper,Trash,Poison,5XcZRgJv3zMhTqCyESjQrF,0.28,0.9079999999999999,2,-5.5089999999999995,0,0.109,8.85e-06,0.18,0.26,118.698,270080,4,3
1378,AC/DC,Back In Black,You Shook Me All Night Long,2SiXAy7TuUkycRVbbWDEpo,0.532,0.767,7,-5.5089999999999995,1,0.0574,0.000513,0.39,0.755,127.361,210173,4,5
1379,Men At Work,The Essential Men At Work,Who Can It Be Now?,29r3fDexnrto7WABfpblNH,0.807,0.83,4,-4.04,1,0.0367,0.00035800000000000003,0.0842,0.9540000000000001,128.501,203267,4,6
1380,Eddie Money,The Essential Eddie Money,Take Me Home Tonight,4TsTkffaD3xd3L7hSuwNTG,0.593,0.856,1,-7.184,1,0.0398,0.0,0.106,0.755,132.779,211467,4,6
1381,Paul Simon,Graceland (25th Anniversary Deluxe Edition),You Can Call Me Al,0qxYx4F3vm1AOnfux6dDxP,0.7759999999999999,0.763,5,-8.124,1,0.0535,0.0065,0.077,0.82,128.433,280000,4,6
1382,Various Artists,"Stranger Things: Soundtrack from the Netflix Original Series, Season 3",Things Can Only Get Better,1Lm5JXlRt90S8dzk1ZqzmA,0.74,0.77,7,-6.882000000000001,1,0.0346,0.00072,0.11199999999999999,0.836,108.24600000000001,234200,4,6
1383,Europe,The Final Countdown (Expanded Edition),The Final Countdown,3MrRksHupTVEQ7YbA0FsZK,0.529,0.843,6,-6.9079999999999995,0,0.0616,0.0008269999999999999,0.0608,0.188,117.662,310333,4,7
1384,Eurythmics,Touch (Reissue - Deluxe Edition),Here Comes the Rain Again - Remastered Version,78RIER8V6EhrqVPOBi2GYa,0.648,0.755,0,-7.901,1,0.03,0.00025299999999999997,0.225,0.607,126.34100000000001,294587,4,6
1385,Joan Jett & The Blackhearts,I Love Rock 'N' Roll (Expanded Edition),Crimson and Clover,4do0Z0rHdFUV3RSMxMQsdq,0.18100000000000002,0.772,0,-5.2010000000000005,1,0.0385,0.00045,0.07200000000000001,0.607,166.74099999999999,197493,4,3
1386,Various Artists,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),"Take My Breath Away - Love Theme from ""Top Gun""",15MJ5NThPjj6xhPcts8MiY,0.49700000000000005,0.7190000000000001,6,-9.397,1,0.0266,0.0,0.41100000000000003,0.547,95.76899999999999,255733,4,5
1387,REO Speedwagon,Hi Infidelity (30th Anniversary Edition),Keep on Loving You,4rcHWl68ai6KvpXlc8vbnE,0.306,0.722,0,-5.962999999999999,1,0.034,0.0,0.11699999999999999,0.41,174.732,200293,4,3
1388,Various Artists,'80s Pop Hits,Talking In Your Sleep,6FXQERPP5in7i1o3hk1vWi,0.708,0.851,9,-10.995999999999999,0,0.0329,0.00016999999999999999,0.10400000000000001,0.982,129.773,236867,4,7
1389,Billy Joel,The Essential Billy Joel,It's Still Rock and Roll to Me,7LbOQt7isddrw3Bs3Czl7E,0.745,0.655,5,-7.5889999999999995,1,0.166,1.99e-06,0.0895,0.5820000000000001,141.429,177267,4,6
1390,Quiet Riot,Metal Health,Cum on Feel the Noize,3vV3cr2TpPqFk07zxYUbla,0.409,0.92,11,-5.439,0,0.12,0.00105,0.0823,0.37,145.085,290960,4,3
1391,Journey,The Essential Journey,Faithfully,6HzZhqXNyfJxuvQ9zfCc1U,0.39299999999999996,0.547,11,-7.776,1,0.0291,0.0,0.10400000000000001,0.307,129.67700000000002,266267,4,3
1392,Kenny Loggins,The Essential Kenny Loggins,"I'm Alright (Theme from ""Caddyshack"")",1UveyJanND5TdsO87bI32l,0.5579999999999999,0.867,7,-6.439,1,0.0449,0.0,0.37799999999999995,0.9420000000000001,163.213,227040,4,3
1393,Deniece Williams,Let's Hear It for the Boy (Expanded Edition),"Let's Hear It for the Boy - From ""Footloose"" Original Soundtrack",4VyU9Tg4drTj2mOUZHSK2u,0.8079999999999999,0.485,0,-8.829,1,0.055999999999999994,0.00414,0.0477,0.7140000000000001,122.65899999999999,262440,4,6
1394,Wham!,Make It Big,Everything She Wants,5hXEcqQhEjfZdbIZLO8mf2,0.9,0.45899999999999996,6,-15.557,0,0.0366,0.00399,0.165,0.9620000000000001,115.09100000000001,302693,4,7
1395,Philip Bailey,Chinese Wall (Expanded Edition),Easy Lover,5LYJ631w9ps5h9tdvac7yP,0.74,0.9229999999999999,1,-5.082,1,0.0369,0.00016299999999999998,0.0825,0.93,128.871,305867,4,6
1396,Thompson Twins,Into The Gap,Hold Me Now,0BJU4rYOfj43xHw6gvTIwE,0.787,0.517,7,-12.794,1,0.0332,1.07e-05,0.292,0.885,108.186,286667,4,6
1397,Taylor Dayne,Tell It to My Heart (Expanded Edition),Tell It to My Heart,3YVPpVJvJG2EauXurPA90F,0.638,0.988,1,-5.042,1,0.0921,1.1599999999999999e-05,0.371,0.723,117.955,220880,4,6
1398,The Bangles,The Essential Bangles,Walk Like an Egyptian,1Jwc3ODLQxtbnS8M9TflSP,0.7240000000000001,0.8909999999999999,11,-7.818,1,0.0995,4.66e-05,0.3,0.8190000000000001,103.022,204707,4,6
1399,The Clash,Combat Rock (Remastered),Rock the Casbah - Remastered,56KqaFSGTb7ifpt16t5Y1N,0.7959999999999999,0.872,9,-6.722,0,0.0573,0.0,0.284,0.866,129.894,222427,4,7
1400,Eddie Murphy,How Could It Be,Party All the Time,6N5DRCQUSXT1qQqmqsO92B,0.6990000000000001,0.6920000000000001,11,-13.045,1,0.0456,0.00032599999999999996,0.0427,0.677,135.03,253293,4,6
1401,George Michael,Faith,Faith - Remastered,0HEmnAUT8PHznIAAmVXqFJ,0.887,0.48,11,-11.994000000000002,1,0.11699999999999999,3.5799999999999996e-05,0.0662,0.607,95.846,193200,4,6
1402,Mr. Mister,Welcome To The Real World,Broken Wings,78FHUZRbFDCG6VkRAQdFLm,0.28600000000000003,0.5,1,-14.280999999999999,0,0.0357,4.57e-05,0.10800000000000001,0.44299999999999995,99.162,343933,4,2
1403,Steve Perry,Street Talk (Expanded Edition),Oh Sherrie,4zEi4tr3lEhiAvTRxEzbEz,0.33299999999999996,0.695,5,-5.1160000000000005,1,0.0465,7.13e-06,0.107,0.317,203.753,229347,4,3
1404,The Bangles,Different Light,Manic Monday,5KYoPa5akZxiCn38xelbqI,0.685,0.5710000000000001,2,-11.623,1,0.0299,2.38e-06,0.214,0.8690000000000001,121.73700000000001,184173,4,6
1405,Terence Trent D'Arby,Introducing The Hardline According To Terence Trent D'Arby,Sign Your Name,3lIpkjFnRxJ6Uvm8DgtgfV,0.899,0.42100000000000004,4,-11.238,1,0.0511,4.94e-06,0.0864,0.852,109.148,276533,4,6
1406,Midnight Oil,Diesel And Dust,Beds Are Burning - Remastered,1CtAzw53AIXKjAemxy4b1j,0.753,0.42700000000000005,0,-11.112,1,0.0387,0.00065,0.057999999999999996,0.295,119.18,255680,4,2
1407,Bad English,Bad English,When I See You Smile,0tKjVEJlX3IZ5L1rEJc5hh,0.495,0.609,7,-9.902000000000001,1,0.0339,0.0,0.187,0.33,135.671,257440,4,3
1408,Bruce Springsteen,Born In The U.S.A.,I'm On Fire,3PzsbWSQdLCKDLxn7YZfkM,0.62,0.446,1,-14.450999999999999,0,0.0347,0.0299,0.0727,0.868,88.59100000000001,155880,4,7
1409,Roy Orbison,The Essential Roy Orbison,You Got It,0RteYQqW1AOq3JNL0yMWYt,0.652,0.634,9,-9.914,1,0.0261,1.08e-06,0.15,0.674,114.681,211227,4,6
1410,The Outfield,Play Deep,All the Love in the World,5sf1wqBZsHkpy7dPnDb7aD,0.624,0.531,4,-13.23,1,0.0408,1.21e-06,0.0914,0.743,128.08,212240,4,6
1411,Lisa Lisa & Cult Jam,Spanish Fly,Head to Toe,5VzqFMyPERPObMOzZdELuK,0.879,0.511,11,-11.36,0,0.124,0.0074,0.17600000000000002,0.8390000000000001,113.76299999999999,303267,4,7
1412,'Til Tuesday,Voices Carry (Expanded Edition),Voices Carry,0ZYf6N5eBeXStMri0mf3DZ,0.583,0.574,0,-9.044,1,0.0239,2.14e-06,0.114,0.578,104.995,263573,4,6
1413,Sade,The Best Of Sade,Smooth Operator - Single Version,3XEtw7t4V5sfd2vtkp0ql7,0.7340000000000001,0.581,9,-6.619,0,0.032,0.000585,0.0298,0.9620000000000001,119.337,258693,4,7
1414,Gloria Estefan,Let It Loose,Rhythm Is Gonna Get You,5KvIQUPOrWc4M3tWyH3x1i,0.779,0.759,4,-12.799000000000001,0,0.0387,0.046,0.132,0.838,124.98299999999999,234973,4,7
