,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
18,NF,Perception,Lie,07FkzikE6FuHIa8Ma7zJGc,0.513,0.661,5,-6.419,1,0.24,0,0.246,0.179,94.791,209213,4
19,Johnny Third,Young Ones,Young Ones,6S0OgCvZBzOcINkdSZS5lY,0.54,0.818,0,-2.602,0,0.0482,0,0.0911,0.207,127.955,266250,4
20,Bastille,Bad Blood,Pompeii,3gbBpTdY8lnQwqxNCcf795,0.679,0.715,9,-6.383,1,0.0407,0,0.271,0.571,127.435,214148,4
21,Janji,Heroes Tonight,Heroes Tonight,3SipFlNddvL0XNZRLXvdZD,0.537,0.786,8,-4.331,1,0.0317,0,0.253,0.18,128.0,208140,3
22,Macklemore,GEMINI,Good Old Days (feat. Kesha),2Za1AlJNvksouPPWbXpR2X,0.712,0.51,8,-8.162,1,0.0633,2.46e-05,0.112,0.268,122.964,240507,4
23,Coldplay,Viva La Vida or Death and All His Friends,Viva La Vida,1mea3bSkSGXuIRvnydlB5b,0.485,0.619,5,-7.115,0,0.0289,3.31e-06,0.109,0.416,138.017,242373,4
24,French Montana,Jungle Rules,Unforgettable,3B54sVLJ402zGa6Xm4YGNe,0.726,0.769,6,-5.043,1,0.123,0.0101,0.104,0.733,97.985,233902,4
25,Quinn XCII,Change of Scenery,FFYL,5WMr0rpgYeYXNSXar5IAvi,0.722,0.762,5,-4.76,0,0.053,7.1e-06,0.117,0.591,120.038,226500,4
26,Gym Class Heroes,The Papercut Chronicles II,The Fighter (feat. Ryan Tedder),77ZdAoTHYoF6Umo76HFD4m,0.592,0.926,7,-3.469,1,0.126,0,0.187,0.432,99.018,228533,4
27,Cheat Codes,No Promises (feat. Demi Lovato),No Promises (feat. Demi Lovato),5lNuqFVMca4vPupY10cH0J,0.739,0.619,10,-6.669,1,0.162,0,0.105,0.58,112.961,222787,4
28,Lupe Fiasco,"Food & Liquor II: The Great American Rap Album, Pt. 1",Battle Scars,1hWYT0w2R0J19rlVkiez7X,0.517,0.811,5,-4.526,0,0.286,0,0.105,0.494,168.269,250320,4
29,Phillip Phillips,The World From The Side Of The Moon (Deluxe),"Gone, Gone, Gone",5L79aNYCTKiZq7vaOElXYj,0.664,0.642,6,-5.961,1,0.038,0,0.114,0.501,118.002,209693,4
30,Imagine Dragons,Night Visions,Demons,3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3,-3.015,1,0.0321,0.00025,0.329,0.428,89.938,175200,4
31,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),Safe And Sound,6Z8R6UsFuGXGtiIxiD8ISb,0.655,0.819,0,-4.852,1,0.0316,0.00374,0.104,0.766,117.956,192790,5
32,Twenty One Pilots,Blurryface,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,0.734,0.637,4,-5.677,0,0.141,2.29e-05,0.0602,0.648,169.977,202333,4
33,Macklemore & Ryan Lewis,The Heist,Can't Hold Us - feat. Ray Dalton,3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,1,0.0786,0,0.0862,0.847,146.078,258343,4
34,Gym Class Heroes,The Papercut Chronicles II,Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,0.646,0.795,9,-3.293,1,0.0976,0,0.267,0.796,89.99,210960,4
35,Calvin Harris,Motion,Summer,6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4,-3.556,0,0.0346,0.0178,0.141,0.743,127.949,222533,4
36,Fall Out Boy,American Beauty/American Psycho,Immortals,3Te8uLyit6X3ncNW8Fp3K2,0.616,0.868,2,-3.606,1,0.0699,1.54e-06,0.671,0.475,108.016,189387,4
37,Fall Out Boy,American Beauty/American Psycho,Centuries,04aAxqtGp5pv12UXAg4pkq,0.393,0.858,4,-2.868,0,0.0729,0,0.102,0.56,176.042,228360,4
38,Fall Out Boy,Save Rock And Roll,My Songs Know What You Did In The Dark (Light Em Up),7s0lDK7y3XLmI7tcsRAbW0,0.558,0.924,9,-4.341,0,0.064,3.32e-06,0.537,0.567,151.99,186827,4
39,James Arthur,Back from the Edge,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059,0,0.0902,0.494,85.043,211467,4
40,Nico & Vinz,Black Star Elephant,Am I Wrong,1fidCEsYlaVE3pHwKCvpFZ,0.729,0.675,8,-6.003,1,0.0312,1.58e-06,0.55,0.779,119.968,245867,4
41,Macklemore & Ryan Lewis,The Heist,Thrift Shop (feat. Wanz),4YMqbFcDIFiCBd02PzUBcM,0.781,0.526,6,-6.985,0,0.293,0,0.0457,0.662,94.992,235613,4
42,Maroon 5,Overexposed (Deluxe),Daylight,6TwfdLbaxTKzQi3AgsZNzx,0.657,0.679,2,-5.511,1,0.0269,0,0.211,0.331,120.007,225307,4
43,Maroon 5,Red Pill Blues (Deluxe),Wait,6AvfZXpbb6r35DfF7gHPRq,0.655,0.603,8,-5.014,1,0.0555,0,0.107,0.452,126.088,190643,4
44,The Score,ATLAS,Unstoppable,6rrKbzJGGDlSZgLphopS49,0.485,0.843,1,-3.993,0,0.0467,1.01e-05,0.14,0.602,78.001,192107,4
45,Green Day,American Idiot,Wake Me up When September Ends,3ZffCQKLFLUvYM59XKLbVm,0.546,0.814,7,-5.146,1,0.0314,0,0.0972,0.146,104.98,285653,4
46,Pitbull,Global Warming: Meltdown (Deluxe Version),Feel This Moment (feat. Christina Aguilera),0Hf4aIJpsN4Os2f0y0VqWl,0.673,0.758,7,-3.632,1,0.158,0,0.341,0.542,135.956,229507,4
47,Shawn Mendes,Shawn Mendes,Lost In Japan,79esEXlqqmq0GPz0xQSZTV,0.713,0.738,10,-6.784,1,0.374,0,0.106,0.425,105.027,201200,4
48,OneRepublic,Waking Up,Secrets,1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,2,-6.223,1,0.0366,0,0.115,0.376,148.021,224693,4
49,The Fray,How To Save A Life,How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,10,-4.08,1,0.0379,0,0.101,0.361,122.035,262533,4
50,Elgate feat. Spektrem,Shine,Shine,7F9JEUSWBBzrByXA3FszFX,0.545,0.811,7,-5.866,1,0.0712,8.89e-05,0.462,0.284,128.058,228676,4
51,Lost Sky,Fearless,Fearless,7HU0fgCVI8ZcdCum2bZThz,0.669,0.937,6,-4.325,1,0.0397,0.783,0.118,0.344,110.006,194284,4
52,Loud Luxury,Body,Body,21RzyxY3EFaxVy6K4RqaU9,0.752,0.764,1,-4.399,1,0.038,9.44e-05,0.0543,0.582,121.958,163216,4
53,Bebe Rexha,All Your Fault: Pt. 2,Meant to Be (feat. Florida Georgia Line),7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,10,-6.458,1,0.0856,0,0.083,0.579,154.084,163870,4
54,The Chainsmokers,Sick Boy,This Feeling,4NBTZtAt1F13VvlSKe6KTl,0.575,0.571,1,-7.906,1,0.0439,0,0.0912,0.449,105.049,197947,4
55,Various Artists,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,2,-5.574,1,0.0466,0,0.0703,0.913,89.911,158040,4
56,Alex Lenard,Better,Better,5qXW2fns1dTsv2IdRfKilv,0.554,0.406,0,-10.924,0,0.0419,1.12e-05,0.0911,0.266,97.89,231240,4
57,OneRepublic,Dreaming Out Loud,Apologize,1NrJYpdAi7uosDRPmSYrsG,0.593,0.74,8,-6.12,1,0.0339,2.22e-05,0.102,0.502,118.008,208107,4
58,The Chainsmokers,Memories...Do Not Open,Young,1KeZgPUr54C8iz3FjqzVoz,0.615,0.564,9,-6.384,1,0.0291,0,0.148,0.454,103.006,224773,4
59,blackbear,deadroses,4u,1XcXhu1X0xBFMDFyq0b7Ue,0.776,0.513,5,-6.757,1,0.0872,0,0.0642,0.813,153.934,158571,4
60,Sigala,We Don't Care,We Don't Care,59D6pNWyn8UXPpos5fbAqm,0.423,0.857,10,-3.441,0,0.275,0,0.0555,0.655,180.01,207430,4
61,Bebe Rexha,Expectations,I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,0.63,0.694,11,-6.257,0,0.0253,0,0.0719,0.216,97.005,195519,4
62,AJR,The Click,Weak,7fBHjuqAIVOdy5xoNxy5YQ,0.669,0.579,5,-6.341,1,0.0468,0,0.19,0.66,123.979,201159,4
63,Cartoon,On & On,On & On,4B2kkxg3wKSTZw5JPaUtzQ,0.458,0.696,11,-4.742,1,0.0402,0,0.123,0.418,174.141,207069,4
64,The Chainsmokers,Sick Boy,Sick Boy,58kZ9spgxmlEznXGu6FPdQ,0.663,0.577,11,-7.518,0,0.0531,0,0.12,0.454,89.996,193200,4
65,Imagine Dragons,Smoke + Mirrors (Deluxe),Who We Are,236DIFE6J4lbdknreVZSN6,0.483,0.657,6,-7.038,0,0.0359,0.274,0.289,0.429,86.963,249347,4
66,OneRepublic,Connection,Connection,3T4UodGkfZObJ43RtA5KFU,0.611,0.602,5,-4.89,1,0.0437,0,0.112,0.624,168.154,148460,4
67,Maroon 5,Overexposed (Deluxe),Love Somebody,12tUCBq7V9qCF8qGOLpcnu,0.675,0.79,1,-6.295,1,0.0369,0,0.121,0.423,120.015,229827,4
68,Dean Lewis,Be Alright,Be Alright,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,1,0.0362,0,0.0813,0.443,126.684,196373,4
69,AJR,The Click,I'm Not Famous,5YnY2sr2dSFvXSNaZntWdJ,0.627,0.815,5,-6.01,1,0.0688,0,0.324,0.666,95.072,220457,4
70,MKTO,How Can I Forget,How Can I Forget,0ibG3XCJ32Qq9maUY4AViR,0.796,0.53,8,-5.967,1,0.0558,0,0.0646,0.754,105.031,177141,4
71,WALK THE MOON,Timebomb,Timebomb,6GqRl2u7LIW93T8Vi5LnXU,0.583,0.778,5,-4.766,1,0.0403,0,0.621,0.446,122.053,218589,4
72,AJR,The Click,Sober Up,2QCndYqRherBtKjBpyySC6,0.651,0.568,5,-6.774,1,0.0275,0,0.0862,0.805,93.006,218763,4
73,MKTO,Bad Girls EP,Just Imagine It,0mtmrbRFsectINNpHdDkUQ,0.699,0.761,10,-4.337,1,0.0457,0,0.107,0.443,120.044,250747,4
74,MKTO,MKTO,Classic,6FE2iI43OZnszFLuLtvvmg,0.72,0.791,1,-4.689,1,0.124,0,0.157,0.756,102.071,175427,4
75,Cardi B,Please Me,Please Me,0PG9fbaaHFHfre2gUVo7AN,0.747,0.57,1,-6.711,1,0.081,0,0.0832,0.65,133.992,200890,4
76,Kid Quill,The Name Above the Title,A Song to Sing (feat. Mark Battles & Devvon Terrell),6vl5ghDnotGACfQy6JDYzY,0.745,0.741,2,-7.212,1,0.184,0,0.51,0.48,94.002,185487,4
77,MKTO,MKTO,American Dream,3JMAdPq5TUOKBGsTATjLEH,0.554,0.767,0,-5.043,1,0.0497,0,0.231,0.497,122.846,225747,4
78,The Chainsmokers,World War Joy...Kills You Slowly,Who Do You Love,7ql71hBakyMi0Lxiq3Mugs,0.51,0.835,3,-4.673,1,0.0447,0,0.219,0.435,140.024,226747,4
79,AJR,The Click,Drama,5xqYosUgntU0KlUIGCIaBY,0.558,0.624,2,-6.042,1,0.169,0,0.11,0.69,156.07,204424,4
80,Jonas Blue,Rise,Rise,3u1S1OmAUhx5DRlLrXqyp3,0.69,0.784,1,-4.653,1,0.032,0,0.203,0.669,106.066,194408,4
81,Christian French,By Myself,By Myself,6iRTYLWbxXtUz00KQIWiTN,0.685,0.553,1,-6.965,0,0.0667,0,0.654,0.695,130.022,184625,4
82,The Chainsmokers,Memories...Do Not Open,Honest,6KjbNLbRjuoa8rEq5yNA6H,0.673,0.514,0,-10.772,0,0.0465,8.5e-05,0.385,0.312,100.035,208000,4
83,Nick Jonas,Find You,Find You,77dwRzKegOkVtlHajKnDCb,0.644,0.743,6,-4.076,0,0.0331,0,0.0831,0.274,125.913,197893,4
84,The Wanted,The Wanted (Special Edition),Glad You Came,3AGOgQzp0YcPH41u9p7dOp,0.61,0.841,7,-4.579,0,0.0692,9.85e-06,0.118,0.431,126.889,198187,4
85,The Chainsmokers,Sick Boy,Somebody,0fTiDOXRNEN0lUeYGoSHml,0.32,0.63,10,-7.019,0,0.0493,0,0.102,0.323,203.443,221987,4
86,PRETTYMUCH,Summer on You,Summer on You,07ipXN6CNTw34qwSYePKpg,0.811,0.447,4,-6.55,1,0.0414,0,0.462,0.694,99.995,205792,4
87,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),Arms Around You (feat. Maluma & Swae Lee),2LskIZrCeLxRvCiGP8gxlh,0.703,0.723,9,-5.45,0,0.0412,2.06e-06,0.126,0.288,104.969,198903,4
88,Khalid,Free Spirit,Talk (feat. Disclosure),6TqXcAFInzjp0bODyvrWEq,0.901,0.4,0,-8.575,1,0.126,0,0.0599,0.346,135.984,197573,4
89,Lauv,I met you when I was 18. (the playlist),I Like Me Better,2P91MQbaiQOfbiz9VqhqKQ,0.752,0.505,9,-7.621,1,0.253,2.55e-06,0.104,0.419,91.97,197437,4
90,Bazzi,COSMIC,Mine,7uzmGiiJyRfuViKKK3lVmR,0.71,0.789,4,-3.874,1,0.0722,2.77e-06,0.451,0.717,142.929,131064,4
91,Juice WRLD,Goodbye & Good Riddance,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,0.511,0.566,6,-7.23,0,0.2,0,0.34,0.218,83.903,239836,4
92,Lauv,i'm so tired...,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,0.599,0.733,11,-7.058,1,0.203,0,0.242,0.534,102.211,162583,4
93,Jeremy Zucker,"summer,",comethru,18uwL0vNUanqZH0ro2QcOP,0.795,0.178,0,-11.991,1,0.0574,0,0.623,0.608,93.982,181613,4
94,blackbear,dead,weak when ur around,3UWkbO4emEOu9YUeOGq3vU,0.769,0.323,3,-12.887,0,0.0524,0,0.116,0.574,94.977,169500,4
95,Nick Jonas,Right Now,Right Now,43wzy7JxMEfvCh8ZFeZKYk,0.597,0.751,6,-4.982,0,0.193,0,0.0912,0.568,103.956,201680,4
96,Imagine Dragons,Night Visions,It's Time,6BtmXhTJMM9sBTHeYYASGz,0.656,0.884,2,-4.748,1,0.0372,0,0.145,0.86,105.009,237987,4
97,Avicii,Stories,Waiting For Love,2P4OICZRVAQcYAV2JReRfj,0.579,0.736,6,-3.863,0,0.0527,0,0.198,0.613,127.999,230613,4
98,Drake,More Life,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,0.809,0.463,11,-11.377,1,0.0396,0.085,0.109,0.364,111.98,298941,4
99,Holy Grail,Holy Grail - Tribute to Jay-Z and Justin Timberlake,Holy Grail - Tribute to Jay-Z and Justin Timberlake,6CkjHmoaGxp8CSf4Gz3bkC,0.707,0.43,2,-12.336,0,0.1,6.18e-06,0.226,0.196,145.033,342570,4
0,Neil Swainson Quintet,49th Parallel,49th Parallel,6uEDQ3D4Lx83fZwbgLn895,0.406,0.6,2,-7.956,1,0.045,0.0676,0.209,0.262,116.751,527133,4
1,Cannonball Adderley,Somethin' Else (Rudy Van Gelder Edition),Love For Sale - Remastered,16Po3i2Kcsy74jz0lp6fdJ,0.582,0.343,5,-8.004,0,0.0428,0.0,0.125,0.462,88.144,424640,4
2,John Coltrane,Blue Train (Expanded Edition),Blue Train - Remastered 2003,6ZgaUtMlUzUf7SqbUUnfbu,0.506,0.493,8,-7.759,1,0.0427,0.00355,0.307,0.584,134.77,644013,4
3,Miles Davis Quintet,Relaxin' With The Miles Davis Quintet,It Could Happen To You,34xixFi5y3I5FIOH1ZWisx,0.623,0.403,5,-11.121,0,0.0426,1.13e-05,0.448,0.631,93.911,396960,4
4,Clifford Brown,Clifford Brown And Max Roach,Joy Spring,2oMaXY0yiWhAEWD7SutXh2,0.654,0.334,8,-12.662,1,0.0521,0.714,0.114,0.697,81.544,410667,4
5,Freddie Hubbard,Ready For Freddie (Rudy Van Gelder Remaster Edition),Weaver Of Dreams - Remastered 2003/Rudy Van Gelder Edition,4N6JkrGD78eLooaTDmwo9s,0.418,0.227,4,-15.537,0,0.0379,0.822,0.0956,0.21,103.586,395560,4
6,Hank Mobley,Soul Station,This I Dig Of You - Remastered 1999/Rudy Van Gelder Edition,5f0n6K8hW2RIVXuZjxO0bu,0.587,0.673,10,-7.858,1,0.0509,0.00618,0.0721,0.788,123.407,385867,4
7,Lee Morgan,The Sidewinder (The Rudy Van Gelder Edition),The Sidewinder - Remastered 1999/Rudy Van Gelder Edition,1dZHIbmuBDAwXfQOM4dyM3,0.473,0.67,8,-7.756,1,0.0353,3.15e-06,0.0957,0.808,152.484,625293,4
8,Sonny Rollins,Saxophone Colossus,St. Thomas,0zQE77yszbyv61M4NboU2u,0.541,0.607,0,-8.435,1,0.0438,0.442,0.0997,0.754,104.96,406267,4
9,Art Blakey & The Jazz Messengers,Moanin' (The Rudy Van Gelder Edition),Moanin',4Vkk3iD1VrENHJEACNddvt,0.612,0.493,5,-8.589,0,0.0467,0.266,0.202,0.484,126.358,570720,4
10,Clark Terry,Clark Terry,Swahili,3XcolyPDfgNsoEUyucOPrL,0.551,0.551,3,-12.876,1,0.0446,0.861,0.105,0.485,120.212,367440,4
11,Miles Davis,Kind Of Blue (Legacy Edition),So What,4vLYewWIvqHfKtJDk8c8tq,0.517,0.151,0,-17.266,1,0.0373,0.00136,0.116,0.21,136.356,562640,4
12,Jackie McLean,New Soil,Greasy,5rcEapnWT4NrPSFT5co106,0.62,0.324,3,-14.199,1,0.0606,0.00108,0.112,0.596,78.89,445427,4
13,Sonny Rollins,Worktime,There's No Business Like Show Business,3AJSnSiVDz37q85LP2Rop0,0.394,0.441,8,-14.237,1,0.0371,0.0375,0.105,0.629,90.058,378960,4
14,Lee Morgan,Candy (Remastered),Since I Fell For You - Rudy Van Gelder Edition / 2007 / Digital Remaster,6MXrGG7nff0FXBQJa5UF9P,0.416,0.201,8,-11.461,1,0.0379,0.803,0.107,0.372,165.869,339333,3
15,Freddie Hubbard,Breaking Point,Mirrors - Remastered 2004,4WU6x0MauVlAkpV6aTX4FM,0.406,0.208,1,-13.767,0,0.0413,0.929,0.181,0.291,102.778,368107,4
16,Art Blakey & The Jazz Messengers,Free For All (Remastered / Rudy Van Gelder Edition),Free For All - 2004 Remaster/Rudy Van Gelder Edition,60HyLH6b6ClXi7jnT4XTZq,0.334,0.806,1,-8.993,1,0.132,0.0,0.112,0.395,127.759,669267,1
17,John Coltrane,Live At Birdland,"Alabama - Live At Birdland Jazzclub, New York City, NY, 10/18/1963",013grywiX7Qu6WVfnJ1opa,0.428,0.0768,0,-17.412,0,0.0413,0.0487,0.123,0.112,107.712,308933,4
18,Miles Davis,'Round About Midnight,'Round Midnight,5vb7At47uO0yPGfmYnAHuw,0.495,0.182,10,-11.116,0,0.0467,0.000368,0.129,0.203,112.89,355333,4
19,Herbie Hancock,Fat Albert Rotunda,Tell Me a Bedtime Story,6eimz6jvlZaPwtflDWCTa0,0.398,0.527,4,-16.591,0,0.0297,0.934,0.119,0.353,118.504,301867,4
20,Freddie Hubbard,Red Clay (CTI Records 40th Anniversary Edition),Red Clay,2JdllRPH6a8NCpt2bpxpns,0.519,0.379,9,-14.368,1,0.0353,0.288,0.161,0.598,139.749,729760,4
21,Art Blakey & The Jazz Messengers,Just Coolin',Quick Trick,2EW1mFJaikQh0vxOoB7uGp,0.611,0.291,2,-18.392,1,0.0647,0.000133,0.0571,0.534,83.443,283740,4
22,John Coltrane,Giant Steps (Deluxe Edition),Naima,1hVRTl4yhWmGW7ImZoO22e,0.303,0.0141,10,-19.759,0,0.0418,0.0944,0.0792,0.157,171.439,258266,3
23,Miles Davis,Kind Of Blue (Legacy Edition),Blue in Green,0aWMVrwxPNYkKmFthzmpRi,0.421,0.0161,2,-25.358,0,0.0374,0.0021,0.0978,0.16,110.926,337733,4
24,McCoy Tyner,Today And Tomorrow,When Sunny Gets Blue,1J9iVCaEriyoMXpj2XszhU,0.427,0.114,2,-22.546,0,0.0509,0.863,0.0966,0.114,60.484,282320,4
25,Wes Montgomery,Wes Montgomery: Finest Hour,A Day In The Life,6f7r5i4xVwePkHDHwwMK75,0.476,0.251,9,-13.854,0,0.0278,0.774,0.0637,0.37,98.833,354973,4
26,Art Blakey & The Jazz Messengers,Just Coolin',Close Your Eyes,3vlX5kFfQHDloPDV1cGENX,0.565,0.222,5,-19.933,0,0.0646,0.000213,0.0934,0.689,99.198,386700,4
27,Duke Ellington,Duke Ellington & John Coltrane,In A Sentimental Mood,0E8q2Fx2XuzXCO2NSAppkR,0.464,0.305,3,-12.435,0,0.0316,0.0846,0.208,0.282,108.229,255227,4
28,Mal Waldron,All Alone,All Alone,6TAW00MAPvS59yEoIgtOEI,0.492,0.205,9,-8.488,0,0.0577,0.893,0.122,0.109,128.315,310055,4
29,Keith Jarrett,My Song,Questar,1ChYuSIoOFDVY6fHSXF6zS,0.468,0.391,2,-13.196,0,0.0269,0.0617,0.111,0.342,142.413,550493,4
30,Billie Holiday,Billie Holiday,Strange Fruit,6fBgbPzBpuBjIf4uEqAo4H,0.33,0.0508,11,-22.43,1,0.033,0.0922,0.147,0.054,77.018,192867,3
31,Art Blakey & The Jazz Messengers,Just Coolin',Hipsippy Blues,3iFlfQ0CXc9URaAvai8VUe,0.573,0.247,5,-19.282,0,0.0627,5.64e-05,0.103,0.604,138.234,400447,4
32,John Coltrane,Blue World,Blue World,5z8eOnPiOC22EYpniAX3Qg,0.477,0.733,8,-8.301,1,0.0682,0.0756,0.153,0.385,120.42,368253,3
33,Duke Ellington,The Duke (Remastered 2014),Jack the Bear,2Sg3qUH02hlzKchItbq389,0.533,0.28,1,-12.809,1,0.0653,9.83e-05,0.344,0.61,78.352,199413,4
34,Horace Silver,Serenade To A Soul Sister,Serenade To A Soul Sister - Remastered,1duGF26RKaTntfsJ0cTkzj,0.487,0.535,8,-8.47,0,0.0305,0.00414,0.0903,0.591,144.548,379000,3
35,Art Tatum,Piano Starts Here,Tea for Two,0Otf1ZfYNIjhqFIuJk0fsy,0.358,0.452,1,-13.02,1,0.0347,0.864,0.14,0.525,166.973,193867,4
36,Lester Young,The Collection,These Foolish Things (Remastered),0ldmR2mJJNEoBIINfZWdv6,0.593,0.103,10,-14.961,1,0.081,0.6,0.12,0.443,66.283,190933,4
37,Stanley Turrentine,Look Out! (Remastered),Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,7ysmJhXFQtiBQlk6EZ6sks,0.505,0.159,7,-11.235,0,0.0336,0.0127,0.212,0.196,59.385,295200,4
38,Wayne Shorter,Speak No Evil,Infant Eyes - Remastered1998/Rudy Van Gelder Edition,0IffIW3eyCx9aZ36IqOu5o,0.34,0.0837,3,-12.072,1,0.042,0.761,0.0945,0.119,138.689,414240,3
39,Thelonious Monk,Thelonious Monk,Blue Monk - Rudy Van Gelder Remaster,2C3rh8eX5vltOmwrz9I78n,0.444,0.339,3,-16.936,1,0.0418,0.103,0.163,0.656,142.112,456360,4
40,Dexter Gordon,Our Man In Paris (Rudy Van Gelder Edition),A Night In Tunisia - Remastered,5KQ6uddno2Hht84gJDHsPF,0.528,0.583,7,-8.776,0,0.0643,0.0,0.305,0.671,96.284,495373,4
41,John Coltrane,Blue Train (Expanded Edition),I'm Old Fashioned - Remastered 2003/Rudy Van Gelder Edition,5p95DUZplmVxY0XCQ3hxUV,0.394,0.23,3,-10.475,1,0.0348,0.497,0.0662,0.358,78.319,477760,4
42,Dave Brubeck,On Time,Besame Mucho,1GZD0TZJHmdQaZsucHBmWT,0.517,0.273,10,-17.279,0,0.0627,0.774,0.979,0.321,63.423,354573,4
43,Chet Baker,The Very Best Of Chet Baker,If You Could See Me Now,2QZtOFPATNgKpUJiGUARZk,0.511,0.031,3,-19.636,1,0.0388,0.898,0.139,0.179,112.911,318413,4
44,Charlie Parker,Charlie Parker With Strings: Complete Master Takes,Summertime,09g9OlH3RDjbffMAnvBPgw,0.356,0.324,7,-8.699,0,0.0289,0.0025,0.204,0.438,88.861,166133,4
45,Horace Silver,Song For My Father,Song For My Father,1CDBaGlisZlOJzvx88lL8A,0.742,0.671,5,-8.142,0,0.0407,0.00441,0.122,0.591,127.359,438280,4
46,Freddie Hubbard,The Artistry Of Freddie Hubbard / The Body And The Soul,Dedicated To You,0IxLWzmafWC5VTnpnvykJq,0.38,0.164,7,-14.69,0,0.0452,0.955,0.125,0.0871,79.03,202640,4
47,Bill Evans,Everybody Digs Bill Evans,Young And Foolish,1WygPWqmNs4s2fxtjmtI3O,0.438,0.0172,9,-23.66,1,0.0384,0.557,0.0815,0.136,100.989,354667,4
48,Sonny Rollins,Alfie,"He's Younger Than You Are - From ""Alfie"" Score",11vaRXRIFXJTRr3BuzNbk5,0.417,0.11,5,-16.504,0,0.0405,0.721,0.174,0.22,57.312,313440,4
49,Art Tatum,The Complete Capitol Recordings Of Art Tatum,Blue Skies,0ADAFZE0bYIuaIyPNFl3LE,0.443,0.0711,1,-20.146,1,0.0486,0.894,0.101,0.596,175.02,172293,4
50,Stan Getz,Getz Plays Jobim: The Girl From Ipanema,Corcovado (Quiet Nights Of Quiet Stars),0xcJPMoBe9FenntXbfyx97,0.597,0.128,9,-16.656,0,0.0491,0.000704,0.123,0.34,128.393,254400,4
51,Miles Davis,Kind Of Blue (Legacy Edition),Stella By Starlight,4zxd4tiXPlWMqoJltbVTbE,0.485,0.144,10,-12.824,1,0.0362,0.000114,0.0965,0.246,86.143,284560,4
52,Thelonious Monk,"Straight, No Chaser","Straight, No Chaser",6YYu8qFzcY1ZyzzsJIQM12,0.465,0.35,3,-12.977,1,0.0403,0.279,0.135,0.62,93.336,688133,4
53,Wayne Shorter,The Best Of Wayne Shorter,Speak No Evil,0mHEBtkQ5H3PhAdWqLunva,0.457,0.395,5,-15.072,0,0.0376,4.52e-06,0.31,0.479,106.404,505693,3
54,The Dave Brubeck Quartet,Time Out,Strange Meadow Lark,0ivpUENLpheuPoa6VuY1ax,0.53,0.143,8,-17.471,1,0.0423,0.497,0.278,0.119,125.464,442227,4
55,Stan Getz,Stan Getz: The Bossa Nova Albums,The Girl From Ipanema,4xGFcQEIjtmbPD6Jsxq14M,0.641,0.14,8,-16.79,1,0.039,0.00166,0.105,0.388,129.318,317987,4
56,Sonny Rollins,The Bridge,God Bless the Child,7DUGRxCf9NFJffb5Eei8Ar,0.493,0.0421,2,-18.071,1,0.0347,0.173,0.0777,0.172,102.074,447560,4
57,Oscar Peterson,Plays the Harold Arlen Song Book,Stormy Weather,6ffJxrVKkPVW4hiRoiteB2,0.652,0.171,7,-16.1,1,0.0569,0.864,0.158,0.562,118.883,213387,4
58,Wayne Shorter,The Best Of Wayne Shorter,Footprints,2jz7vSAguRJmBHEA4I6C4N,0.515,0.339,7,-16.457,0,0.0283,0.317,0.109,0.519,135.694,451733,3
59,Dave Holland Quartet,Conference Of The Birds,Conference Of The Birds,2dPWP7FMCxnv4u9Api6WWU,0.392,0.168,10,-22.249,1,0.0442,0.358,0.198,0.292,123.419,277800,4
60,McCoy Tyner,The Real McCoy (Remastered / Rudy Van Gelder Edition),Search For Peace,4qRJ7ZJyfzchEd2fjle7Bz,0.456,0.222,0,-16.879,1,0.0354,0.806,0.24,0.15,112.725,392000,4
61,Keith Jarrett,Foundations: The Keith Jarrett Anthology,Pretty Ballad,3gMMHNUrq3rPeUfgQcAJ2H,0.404,0.0602,11,-26.459,0,0.0422,0.901,0.703,0.168,106.82,210066,3
62,Yusef Lateef,Eastern Sounds,Love Theme From Spartacus - Remastered,7yzM0pEseQUpb6BMViOPEA,0.522,0.379,4,-14.096,0,0.0286,0.925,0.114,0.454,133.698,251600,3
