,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
32,Stevie Wonder,Original Musiquarium,I Wish,5RET3nrnXtD05yExPbZrhZ,0.826,0.751,10,-9.621,0,0.0564,7.71e-05,0.0596,0.916,105.909,253747,4
33,Kings of Convenience,Riot On An Empty Street,Misread,3hxoYmSHzIBwSS2bPTOfbg,0.637,0.625,6,-9.783,1,0.0382,0.514,0.128,0.896,160.748,188400,4
34,Israel Kamakawiwo'ole,Facing Future,Somewhere Over The Rainbow_What A Wonderful World,25U7raB3ZSszayTYClh4hF,0.663,0.168,0,-13.725,1,0.0448,5.68e-05,0.361,0.678,85.005,308027,4
35,Surfaces,Where the Light Is,Sunday Best,1Cv1YLb4q0RzL6pybtaMLo,0.878,0.525,5,-6.832,1,0.0578,0.0,0.0714,0.694,112.022,158571,4
36,Fleetwood Mac,Rumours (Super Deluxe),Dreams - 2004 Remaster,0ofHAoxe9vBkTCp2UQIavz,0.828,0.492,0,-9.744,1,0.0276,0.00428,0.128,0.789,120.151,257800,4
37,Rex Orange County,Loving Is Easy,Loving Is Easy,5EYi2rH4LYs6M21ZLOyQTx,0.756,0.609,3,-7.927,1,0.0544,0.00474,0.096,0.537,117.023,155720,4
38,Heylu,Free Fall,Free Fall,69pIONvLfx6GyKOsdTowt8,0.595,0.878,8,-6.469,1,0.0443,0.00358,0.638,0.73,133.997,176418,4
39,Bon Iver,"For Emma, Forever Ago",Skinny Love,7fXyuQqEBwpKtCa8PomO7B,0.59,0.26,4,-14.065,0,0.0484,4.59e-06,0.117,0.112,77.118,238520,4
40,Billie Eilish,everything i wanted,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,6,-14.454,0,0.0994,0.657,0.106,0.243,120.006,245426,4
41,Powfu,death bed (coffee for your head),death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0,0.135,0.0,0.696,0.348,144.026,173333,4
42,Maroon 5,V (Deluxe),Sugar,494OU6M7NOf4ICYb4zWCf5,0.748,0.788,1,-7.055,1,0.0334,0.0,0.0863,0.884,120.076,235493,4
43,Mark Ronson,Uptown Special,Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,8.15e-05,0.0344,0.928,114.988,269667,4
44,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",6JV2JOEocMgcZxYSZelKcc,0.667,0.83,0,-5.715,1,0.0749,0.0,0.191,0.701,113.03,236002,4
45,Avicii,True,Wake Me Up,4h8VwCb1MTGoLKueQ1WgbD,0.532,0.783,2,-5.697,1,0.0523,0.0012,0.161,0.643,124.08,247427,4
46,Cherry Lena,Down,Down,1oZFPWq3nYL6wAcmS4WmoS,0.738,0.451,9,-7.847,0,0.049,0.0,0.117,0.712,84.993,194390,4
47,Coldplay,A Head Full of Dreams,Adventure of a Lifetime,69uxyAqqPIsUyTO8txoP2M,0.638,0.924,7,-3.887,1,0.0359,0.000173,0.149,0.529,111.995,263787,4
48,Bon Iver,Bon Iver,Holocene,05lBuZWQ2OhQuzoCSIkvUF,0.379,0.306,1,-14.446,1,0.0305,0.323,0.123,0.157,147.902,336613,4
49,DNCE,DNCE,Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,0.774,0.753,4,-5.446,0,0.0517,0.0,0.0371,0.896,119.002,219147,4
50,Pharrell Williams,G I R L,"Happy - From ""Despicable Me 2""",60nZcImufyMA1MKQY3dcCH,0.647,0.822,5,-4.662,0,0.183,0.0,0.0908,0.962,160.019,232720,4
51,Macklemore & Ryan Lewis,The Heist [Deluxe Edition],Can't Hold Us (feat. Ray Dalton),31qgVdvSqTQ7unwQQngycB,0.634,0.927,2,-4.468,1,0.0838,0.0,0.0986,0.88,146.094,258432,4
52,Panic! At The Disco,Pray for the Wicked,High Hopes,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.0,0.064,0.681,82.014,190947,4
53,OutKast,Speakerboxxx/The Love Below,Hey Ya! - Radio Mix,2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.974,4,-2.261,0,0.0664,0.000532,0.174,0.965,79.526,235213,4
54,CHEL,Nasty Woman,Nasty Woman,4GIKAcVrvfwm3Yv8n00gUK,0.649,0.39,1,-11.919,0,0.0477,0.0,0.114,0.523,82.016,205244,3
55,Bruno Mars,24K Magic,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,1,-4.961,1,0.0406,0.0,0.0944,0.86,134.066,206693,4
56,Imagine Dragons,Night Visions,On Top Of The World,213x4gsFDm04hSqIUkg88w,0.631,0.924,0,-5.589,1,0.146,3.59e-06,0.084,0.755,100.045,192280,4
57,Meghan Trainor,Title (Deluxe),All About That Bass,5jE48hhRu8E6zBDPRSkEq7,0.807,0.887,9,-3.726,1,0.0503,2.87e-06,0.124,0.961,134.052,187920,4
58,American Authors,"Oh, What A Life",Best Day Of My Life,5j9iuo3tMmQIfnEEQOOjxh,0.67,0.905,2,-2.385,1,0.0339,0.000151,0.0577,0.516,100.021,194240,4
59,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],I Gotta Feeling,4kLLWz7srcuLKA7Et40PQR,0.743,0.766,0,-6.375,1,0.0265,0.0,0.509,0.61,127.96,289133,4
60,Portugal. The Man,Woodstock,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.000113,0.0717,0.754,79.028,163253,4
61,Bruno Mars,Unorthodox Jukebox,Treasure,55h7vJchibLdUkxdlX3fK7,0.874,0.692,5,-5.28,0,0.0431,7.24e-05,0.324,0.937,116.017,178560,4
62,Subhi,In My Way,In My Way,0hvCEvyU6hIyg1EeWcXkGg,0.706,0.422,0,-8.649,1,0.0575,0.00958,0.0958,0.118,108.041,182222,4
63,Clean Bandit,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11,-6.735,1,0.0377,2.03e-06,0.193,0.549,120.97,227833,4
64,Starley,Call On Me (Remixes),Call on Me - Ryan Riback Remix,6tFFZ3OYoHbTolG08QsuBa,0.67,0.838,0,-4.031,1,0.0362,0.000611,0.159,0.717,104.998,222041,4
65,OMI,Me 4 U,Cheerleader - Felix Jaehn Remix Radio Edit,7vFoFDWqTX0mHzLfrF1Cfy,0.782,0.685,4,-6.237,1,0.0309,1.18e-05,0.16,0.603,118.016,180566,4
66,Calvin Harris,Giant (with Rag'n'Bone Man),Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,0.807,0.887,1,-4.311,0,0.0361,0.000503,0.0811,0.606,122.015,229184,4
67,Surf Mesa,ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),62aP9fBQKYKxi7PDXwcUAS,0.674,0.774,11,-7.567,0,0.0892,0.00188,0.393,0.33,112.05,176547,4
68,Ed Sheeran,No.6 Collaborations Project,I Don't Care (with Justin Bieber),0hVXuCcriWRGvwMV1r5Yn9,0.798,0.676,6,-5.041,1,0.0442,0.0,0.0894,0.843,101.956,219947,4
69,Dominic Fike,"Don't Forget About Me, Demos",3 Nights,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,7,-6.594,0,0.0897,0.0,0.104,0.877,151.891,177667,4
70,Lucian,pink and blue,minty kisses,2JJV0UEimXPYHOEIZxLYAK,0.655,0.399,5,-11.015,1,0.0276,0.0,0.167,0.533,120.009,140680,4
71,Jonas Brothers,Happiness Begins,Sucker,22vgEDb5hykfaTwLuskFGD,0.842,0.734,1,-5.065,0,0.0588,0.0,0.106,0.952,137.958,181027,4
72,MAGIC!,Don't Kill the Magic,Rude,6RtPijgfPKROxEzTHNRiDp,0.774,0.756,1,-4.995,1,0.0389,0.0,0.305,0.931,144.032,224840,4
73,DJ Jazzy Jeff & The Fresh Prince,Homebase,Summertime,20XdEFyaUR9C7aDIdq2OAd,0.677,0.54,7,-14.439,1,0.0627,1.84e-06,0.845,0.469,95.116,270973,4
74,Jason Derulo,Everything Is 4,Want to Want Me,7oGZAicScQt96OAW4AruYy,0.775,0.68,0,-5.508,0,0.0629,0.0,0.109,0.656,114.025,207719,4
75,Axwell /\ Ingrosso,More Than You Know,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,0.646,0.741,5,-4.973,0,0.034,0.0,0.312,0.571,123.077,203000,4
76,Ed Sheeran,÷ (Deluxe),Shape of You,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.0,0.0931,0.931,95.977,233713,4
77,Miley Cyrus,The Time Of Our Lives (International Version),Party In The U.S.A.,3E7dfMvvCLUddWissuqMwr,0.652,0.698,10,-4.667,0,0.042,0.000115,0.0886,0.47,96.021,202067,4
78,Denizen,Afterglow,Afterglow,1Ufn7l6phzI9jX2R5HJUEU,0.559,0.846,9,-6.482,0,0.0857,3.08e-06,0.0879,0.59,115.105,199640,4
79,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,Dance Monkey,2XU0oxnq2qxCpomAAuJY8K,0.824,0.588,6,-6.4,0,0.0924,0.000104,0.149,0.513,98.027,209438,4
80,Kungs,Layers,This Girl (Kungs Vs. Cookin' On 3 Burners),1A8j067qyiNwQnZT0bzUpZ,0.792,0.717,0,-4.759,0,0.0393,3.59e-05,0.226,0.466,121.985,195547,4
81,Rihanna,Talk That Talk,We Found Love,0U10zFw4GlBacOy9VDGfGL,0.735,0.766,1,-4.485,1,0.0383,0.00138,0.108,0.6,127.985,215227,4
82,MKTO,MKTO,Classic,6FE2iI43OZnszFLuLtvvmg,0.72,0.791,1,-4.689,1,0.124,0.0,0.157,0.756,102.071,175427,4
83,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,2Foc5Q5nqNiosCNqttzHof,0.794,0.811,6,-8.966,0,0.038,1.07e-06,0.101,0.862,116.047,248413,4
84,Avicii,The Days / Nights,The Nights,0ct6r3EGTcMLPtrXHDvVjc,0.527,0.835,6,-5.298,1,0.0433,0.0,0.249,0.654,125.983,176658,4
85,Carly Rae Jepsen,Kiss,Call Me Maybe,20I6sIOMTCkB6w7ryavxtO,0.783,0.58,7,-6.548,1,0.0408,2.28e-06,0.108,0.66,120.021,193400,4
86,okaywill,Laundromat,Laundromat,6wDbNnzah0y2vBWcs8zJFs,0.705,0.94,1,-5.012,1,0.0728,0.0049,0.358,0.831,97.004,207835,4
87,Shawn Mendes,If I Can't Have You,If I Can't Have You,6LsAAHotRLMOHfCsSfYCsz,0.692,0.809,2,-4.198,1,0.0602,0.0,0.147,0.864,123.911,190800,4
88,Spice Girls,Spice,Wannabe,1Je1IMUlBXcx1Fz0WE7oPT,0.768,0.864,11,-6.145,1,0.0324,0.0,0.162,0.891,110.008,173027,4
89,The Vamps,Night & Day (Night Edition),All Night,0dXNQ8dckG4eYfEtq9zcva,0.538,0.804,8,-5.194,1,0.0358,0.0,0.33,0.507,144.992,197640,4
90,Andy Grammer,The Good Parts,Fresh Eyes,5NDUXbMwcnTQp66tI2zcdR,0.828,0.56,0,-6.685,1,0.0327,3.66e-05,0.15,0.872,122.054,198001,4
91,Kygo,Happy Now,Happy Now,14sOS5L36385FJ3OL8hew4,0.693,0.575,9,-6.998,1,0.0801,0.0,0.252,0.492,117.999,211362,4
92,Ariana Grande,Stuck with U,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,0.597,0.45,8,-6.658,1,0.0418,0.0,0.382,0.537,178.765,228482,3
93,JP Cooper,Raised Under Grey Skies (Deluxe),September Song,0zbzrhfVS9S2TszW3wLQZ7,0.614,0.615,0,-6.7,0,0.0444,0.0,0.0921,0.374,95.941,220291,4
94,Blond in Car,Where Things Don't Matter,Where Things Don't Matter,2jVHCsjLAXqDDOo68RkroY,0.602,0.558,0,-6.795,1,0.0251,0.00275,0.108,0.211,106.006,244528,4
95,Sheppard,Bombs Away,Geronimo,0qt5f5EL92o8Snzopsv0en,0.705,0.78,7,-6.267,1,0.0805,0.00152,0.115,0.457,142.028,218228,4
96,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,Firework,4lCv7b86sLynZbXhfScfm2,0.638,0.826,8,-4.968,1,0.0479,0.0,0.0803,0.649,124.072,227880,4
97,Vanessa Carlton,Be Not Nobody,A Thousand Miles,4w1lzcaoZ1IC2K5TwjalRP,0.56,0.825,11,-3.862,1,0.0379,0.0,0.161,0.268,94.931,237493,4
98,Carly Rae Jepsen,Emotion (Deluxe),I Really Like You,1mKXfxIOA7eQQJ844OFm7L,0.622,0.808,5,-4.701,1,0.0418,5.63e-05,0.215,0.599,122.121,204773,4
99,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),7Feaw9WAEREY0DUOSXJLOM,0.661,0.723,5,-6.976,0,0.0566,1.23e-05,0.14,0.316,113.778,163805,4
0,Drake,Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),2SAqBLGA283SUiwJ3xOUVI,0.761,0.518,0,-8.871,1,0.134,3.47e-05,0.107,0.522,133.976,261493,4
1,Internet Money,B4 The Storm,"Lemonade (feat. Gunna, Don Toliver & NAV)",7hxHWCCAIIxFLCzvDgnQHX,0.8,0.658,1,-6.142,0,0.079,0.0,0.111,0.462,140.042,195429,4
2,Pop Smoke,Shoot For The Stars Aim For The Moon,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,0.823,0.586,6,-6.606,0,0.2,0.0,0.193,0.347,125.971,190476,4
3,DJ Khaled,POPSTAR (feat. Drake),POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,0.8,0.56,5,-4.818,0,0.261,0.0,0.134,0.45,163.071,200221,4
4,DaBaby,BLAME IT ON BABY,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,11,-7.956,1,0.164,0.0,0.101,0.497,89.977,181733,4
5,Gunna,WUNNA,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG,0.825,0.458,0,-7.47,1,0.0577,0.0,0.102,0.161,145.115,197760,4
6,Money Man,24 (feat. Lil Baby),24 (feat. Lil Baby),7v96VvFLS0wSYT8kewNLRy,0.868,0.638,2,-7.746,1,0.0736,0.0565,0.0931,0.459,126.03,182857,4
7,Big Sean,Detroit 2,Wolves (feat. Post Malone),33gwZOGJWEZ7dRWPqPxBEZ,0.724,0.675,2,-5.267,1,0.0867,9.41e-06,0.351,0.325,160.048,199758,4
8,DJ Khaled,GREECE (feat. Drake),GREECE (feat. Drake),35RJhm1pEovTBwnNR0zWad,0.695,0.343,5,-10.798,1,0.0432,1.04e-06,0.107,0.229,85.84,218902,4
9,Ty Dolla $ign,Spicy (feat. Post Malone),Spicy (feat. Post Malone),5nWVyZaCwtfAkBnwDuXjBh,0.784,0.496,7,-5.746,1,0.0435,0.0,0.113,0.132,100.002,144028,4
10,24kGoldn,Mood (feat. iann dior),Mood (feat. iann dior),3tjFYV6RSFtuktYl3ZtYcq,0.7,0.722,7,-3.558,0,0.0369,0.0,0.272,0.756,90.989,140526,4
11,Jack Harlow,Tyler Herro,Tyler Herro,4DuUwzP4ALMqpquHU0ltAB,0.794,0.756,5,-7.16,0,0.136,0.0,0.247,0.775,123.066,156498,4
12,21 Savage,SAVAGE MODE II,Mr. Right Now (feat. Drake),4Q34FP1AT7GEl9oLgNtiWj,0.647,0.667,5,-5.563,1,0.304,0.0,0.133,0.704,172.08,193839,4
13,Drake,Toosie Slide,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,0.834,0.454,1,-9.75,0,0.201,6.15e-06,0.114,0.837,81.618,247059,4
14,Lil Mosey,Blueberry Faygo,Blueberry Faygo,6wJYhPfqk3KGhHRG76WzOh,0.774,0.554,0,-7.909,1,0.0383,0.0,0.132,0.349,99.034,162547,4
15,THE SCOTTS,THE SCOTTS,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,0,-7.648,0,0.0514,0.0,0.157,0.28,129.979,165978,4
16,DaBaby,BLAME IT ON BABY (DELUXE),BLIND (feat. Young Thug),2T5NBwKRySiCR78vVk08vr,0.709,0.679,11,-6.503,0,0.346,0.0,0.0971,0.754,162.973,153467,4
17,Jack Harlow,Sweet Action,WHATS POPPIN,1jaTQ3nqY3oAAYyCTbIvnM,0.923,0.604,11,-6.671,0,0.245,0.0,0.272,0.826,145.062,139741,4
18,Future,Life Is Good (feat. Drake),Life Is Good (feat. Drake),5yY9lUy8nbvjM1Uyo1Uqoc,0.676,0.609,2,-5.831,0,0.481,0.0,0.152,0.508,142.037,237735,4
19,Polo G,Epidemic,Epidemic,170DNUSnQRp1tGpppF26pA,0.616,0.617,1,-8.431,1,0.52,0.0,0.177,0.476,175.929,177273,4
20,Roddy Ricch,Please Excuse Me For Being Antisocial,The Box,0nbXyq5TXYPCO7pr3N8S4I,0.896,0.586,10,-6.687,0,0.0559,0.0,0.79,0.642,116.971,196653,4
21,Ty Dolla $ign,Featuring Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",3Q5cLvkKsHJvYltf8k7HkO,0.818,0.598,10,-5.948,0,0.113,1.32e-06,0.634,0.331,111.052,231618,4
22,Lil Baby,Woah,Woah,598yNsG1JFrGd4n2kMoz7F,0.882,0.602,11,-5.554,1,0.245,0.0,0.178,0.43,142.959,183011,4
23,Baby Keem,DIE FOR MY BITCH,ORANGE SODA,5FkoSXiJPKTNyYgALRJFhD,0.83,0.564,1,-7.822,1,0.235,0.0,0.128,0.107,85.042,129882,4
24,Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),4jVBIpuOiMj1crqd8LoCrJ,0.835,0.699,8,-5.405,0,0.277,0.0,0.195,0.547,154.981,202795,4
25,Drake,The Best In The World Pack,Money In The Grave (Drake ft. Rick Ross),5ry2OE6R2zPQFDO85XkgRb,0.831,0.502,10,-4.045,0,0.046,0.0,0.122,0.101,100.541,205427,4
26,Travis Scott,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW,0.598,0.427,7,-8.764,0,0.0317,5.83e-06,0.21,0.0605,76.469,175721,4
27,Juice WRLD,Bandit (with YoungBoy Never Broke Again),Bandit (with YoungBoy Never Broke Again),6Gg1gjgKi2AK4e0qzsR7sd,0.474,0.631,5,-5.884,0,0.343,0.0,0.132,0.425,180.051,189323,4
28,DaBaby,KIRK,BOP,6Ozh9Ok6h4Oi1wUSLtBseN,0.769,0.787,11,-3.909,1,0.367,0.0,0.129,0.836,126.77,159715,4
29,Trippie Redd,Pegasus,Sleepy Hollow,1ikNTTRcnmMOTDpespZsQ7,0.735,0.662,1,-7.862,1,0.05,0.0,0.153,0.124,87.999,101353,4
30,DDG,Moonwalking in Calabasas (feat. Blueface) [Remix],Moonwalking in Calabasas (feat. Blueface) - Remix,7o4gBbTM6UBLkOYPw9xMCz,0.928,0.341,11,-10.196,0,0.103,0.0,0.162,0.745,129.966,170233,4
31,PLVTINUM,Primadonna (with Marc E. Bassy & Skizzy Mars),Primadonna (with Marc E. Bassy & Skizzy Mars),41VrMNKRvrfGMlrW71lq04,0.842,0.576,1,-6.788,1,0.0669,0.0,0.133,0.224,135.066,157333,4
32,Lil Tecca,We Love You Tecca,Ransom,1lOe9qE0vR9zwWQAOk6CoO,0.745,0.642,7,-6.257,0,0.287,0.0,0.0658,0.226,179.974,131240,4
33,NLE Choppa,Walk Em Down (feat. Roddy Ricch),Walk Em Down (feat. Roddy Ricch),4cSSL3YafYjM3yjgFO1vJg,0.867,0.744,2,-5.171,1,0.227,0.0,0.0713,0.645,84.005,173288,4
34,JACKBOYS,JACKBOYS,OUT WEST (feat. Young Thug),6gi6y1xwmVszDWkUqab1qw,0.802,0.591,8,-4.895,1,0.225,0.0,0.196,0.309,139.864,157712,4
35,Don Toliver,Heaven Or Hell,No Idea,7AzlLxHn24DxjgQX73F9fU,0.652,0.631,6,-5.718,0,0.0893,0.000579,0.165,0.35,127.998,154424,4
36,The Kid LAROI,F*CK LOVE,GO (feat. Juice WRLD),2rPHUAeUPbNgTmK18FPTiZ,0.487,0.74,6,-4.973,1,0.0944,0.0,0.612,0.522,73.779,181688,4
37,Polo G,THE GOAT,Martin & Gina,1VLtjHwRWOVJiE5Py7JxoQ,0.832,0.534,1,-7.813,0,0.253,0.0,0.165,0.116,93.924,132833,4
38,NLE Choppa,Narrow Road (feat. Lil Baby),Narrow Road (feat. Lil Baby),3GZd1aDsgKL71Kt3VIp0hc,0.614,0.553,7,-8.225,1,0.169,0.0,0.203,0.161,159.999,240297,4
39,Lil Baby,The Bigger Picture,The Bigger Picture,44gRhRi2OhEf7moAUj6MD1,0.59,0.618,1,-5.756,1,0.334,0.0,0.244,0.153,96.459,252729,3
40,Lil Uzi Vert,Eternal Atake,P2,3kW4z2pIj5VY5fLjBrMRL5,0.775,0.72,11,-5.353,0,0.193,0.0,0.114,0.49,155.086,234627,4
41,Gabriel Gassi,Weekend,Weekend,0ryyAzfbMFY9WKHAmEXfa2,0.719,0.598,8,-7.395,1,0.0465,6.97e-06,0.112,0.474,95.997,204000,4
42,Playboi Carti,@ MEH,@ MEH,5UusfWUMMLEXLMc1ViNZoe,0.876,0.492,11,-8.11,0,0.153,0.000283,0.0678,0.4,151.044,166799,4
43,Juice WRLD,Legends Never Die,Righteous,5dOxHHMOFAbG3VH23t0xNm,0.706,0.625,0,-7.426,1,0.0314,0.0,0.129,0.225,142.948,242181,4
44,DaBaby,BLAME IT ON BABY,FIND MY WAY,1gVCEnryJhkdQcuC0Kbvor,0.836,0.624,4,-6.75,0,0.184,0.0,0.138,0.7,103.0,139890,4
45,Young Thug,The London (feat. J. Cole & Travis Scott),The London (feat. J. Cole & Travis Scott),7DcvwMAiqKJQD1rrdfxSDx,0.796,0.586,4,-6.946,0,0.147,0.0,0.132,0.179,97.981,200107,4
46,NAV,Turks,Turks (feat. Travis Scott),0lSZh5W0wDeurkGzLYY6hf,0.893,0.618,7,-4.425,0,0.112,0.0,0.542,0.389,119.099,161377,4
47,Juice WRLD,Legends Never Die,Tell Me U Luv Me (with Trippie Redd),5JAYDuLRkODlVt6dgoalKk,0.66,0.76,2,-5.726,1,0.0787,0.0,0.632,0.394,127.984,180129,4
48,Mustard,Perfect Ten,Ballin' (with Roddy Ricch),3QzAOrNlsabgbMwlZt7TAY,0.809,0.545,7,-6.678,1,0.0735,0.0,0.151,0.244,97.008,180435,4
49,Lil Uzi Vert,That Way,That Way,5raTDhlbxFDnpn89bxArdH,0.719,0.611,7,-5.01,0,0.0403,0.0,0.155,0.489,129.962,212354,4
50,Kanye West,Nah Nah Nah,Nah Nah Nah,065J6YUGz8tN0A3TkRrWtP,0.797,0.66,2,-8.156,1,0.386,3.13e-06,0.201,0.796,149.997,178553,4
51,Lucian,Digidaba,Digidaba,1q2WvggjbsiLvYNXCMBKRM,0.811,0.493,10,-6.114,0,0.104,2.56e-06,0.0742,0.548,99.9,126041,4
52,A Boogie Wit da Hoodie,Artist 2.0,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",733c1CWmIGymoQXdp7Us88,0.819,0.654,11,-6.665,0,0.136,0.0,0.0996,0.455,133.503,188563,4
53,Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2,Myron,56uXDJRCuoS7abX3SkzHKQ,0.771,0.654,8,-6.976,0,0.298,0.0,0.214,0.573,155.047,224955,4
54,Future,High Off Life,Solitaires (feat. Travis Scott),4kfeRwpq5KUaqTkgi4TbDF,0.691,0.632,1,-7.598,1,0.0513,0.0,0.0646,0.488,169.982,205666,4
55,Lil Baby,Sum 2 Prove,Sum 2 Prove,2u3EyuCqqV31woqGvO9LBz,0.823,0.552,4,-7.57,0,0.324,0.0,0.122,0.418,124.038,205760,4
56,Polo G,THE GOAT,Flex (feat. Juice WRLD),2QqJTIlGKRLJC3onkavYEz,0.752,0.673,10,-5.792,0,0.153,0.0,0.133,0.35,164.009,163902,4
57,Young Thug,So Much Fun (Deluxe),Hot (Remix) [feat. Gunna and Travis Scott],4ea9w8c4ROqiZpJVhfBA3m,0.845,0.631,7,-8.206,0,0.216,0.0,0.0806,0.545,111.983,279907,4
58,DaBaby,KIRK,VIBEZ,0fySG6A6qLE8IvDpayb5bM,0.768,0.652,1,-2.708,0,0.307,0.0,0.107,0.777,154.187,144935,4
59,Post Malone,Hollywood's Bleeding,Saint-Tropez,05mDaV9Vb3wrzjF6OPZnhq,0.617,0.684,0,-3.618,1,0.0439,0.0,0.104,0.295,132.113,150867,4
60,Headie One,Ain't It Different (feat. AJ Tracey & Stormzy),Ain't It Different (feat. AJ Tracey & Stormzy),6NJfIydBMYrXvlaXsFxmc8,0.767,0.569,4,-6.805,0,0.216,1.45e-05,0.109,0.524,77.052,196363,4
61,"Tyler, The Creator",IGOR,EARFQUAKE,5hVghJ4KaYES3BFUATCYn0,0.554,0.498,9,-8.866,1,0.0685,5.98e-06,0.795,0.413,79.635,190067,4
62,Lil Baby,Drip Harder,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,1,-6.903,0,0.292,0.0,0.534,0.389,112.511,145543,4
63,Drake,Dark Lane Demo Tapes,Demons (feat. Fivio Foreign & Sosa Geek),05aZ9sAU1YXndHv0FMi9iW,0.543,0.766,0,-3.387,0,0.343,0.0,0.155,0.729,106.869,204805,3
64,DaBaby,KIRK,TOES (feat. Lil Baby & Moneybagg Yo),2FvD20Z8aoWIePi7PoN8sG,0.816,0.582,8,-4.141,1,0.341,5.84e-06,0.0916,0.542,160.004,136366,4
65,Juice WRLD,Goodbye & Good Riddance,Armed And Dangerous,5wujBwqG7INdStqGd4tRMX,0.736,0.67,10,-6.702,1,0.311,0.0,0.114,0.845,130.032,169999,4
66,Lil Uzi Vert,Futsal Shuffle 2020,Futsal Shuffle 2020,2Ec33AVlkTTq8BHFgBTdQs,0.881,0.457,7,-8.191,0,0.156,0.0,0.231,0.296,136.97,198913,4
67,DaBaby,BLAME IT ON BABY,PICK UP (feat. Quavo),5gNOINI5dXZVom2b36LMOd,0.915,0.612,1,-4.535,1,0.407,0.0,0.115,0.758,129.93,118547,4
68,Eminem,Music To Be Murdered By,Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,0.808,0.745,10,-5.26,0,0.342,0.0,0.292,0.829,165.995,210800,4
69,Gunna,WUNNA,COOLER THAN A BITCH (feat. Roddy Ricch),5LHHKZOwV8XW4LJP2C64mw,0.837,0.586,11,-8.521,0,0.0807,0.0,0.134,0.618,117.066,197000,4
70,Polo G,Die A Legend,Pop Out (feat. Lil Tjay),6uFn47ACjqYkc0jADwEdj1,0.772,0.639,1,-7.119,1,0.467,0.0,0.0698,0.261,168.112,166560,4
71,YNW Melly,We All Shine,Mixed Personalities (feat. Kanye West),6vWEAOUSxohKxhp0K1BsxL,0.661,0.44,2,-9.104,1,0.0803,0.0,0.128,0.352,149.937,230400,4
72,Lil Uzi Vert,Sanguine Paradise,Sanguine Paradise,3XiNC94b4Tq1xwv70sQJGN,0.729,0.603,6,-6.736,0,0.0666,0.0,0.113,0.207,134.972,243976,4
